date;categorie;montant_ht;tva_20pct;montant_ttc;justificatif;statut
12/05/2022;Informatique;950,00;190,00;1140,00;photo floue;rejete
04/07/2023;Restaurant;800,00;160,00;960,00;non;rejete
25/07/2022;Formation;80,00;16,00;96,00;oui;valide
16/09/2022;Restaurant;550,50;110,10;660,60;non;en attente
23/03/2023;Restaurant;1500,99;300,20;1801,19;photo floue;rejete
26/12/2023;Representation;250,99;50,20;301,19;photo floue;en attente
11/02/2023;Formation;1344,00;268,80;1612,80;perdu;valide
30/11/2023;Hotel;500,00;100,00;600,00;photo floue;rejete
09/08/2023;Deplacement;6000,00;1200,00;7200,00;non;en attente
21/10/2023;Hotel;4500,00;900,00;5400,00;oui;en attente
09/09/2022;Fournitures;5000,00;1000,00;6000,00;non;rejete
23/05/2023;Hotel;4577,00;915,40;5492,40;perdu;rejete
17/04/2023;Restaurant;1500,00;300,00;1800,00;non;valide
18/11/2022;Fournitures;400,00;80,00;480,00;photo floue;en attente
01/02/2023;Telecom;3500,50;700,10;4200,60;perdu;rejete
13/09/2022;Formation;800,00;160,00;960,00;perdu;rejete
09/07/2022;Informatique;9000,50;1800,10;10800,60;non;valide
13/01/2022;Formation;1500,00;300,00;1800,00;perdu;en attente
14/06/2023;Hotel;350,00;70,00;420,00;perdu;rejete
06/04/2023;Transport;800,00;160,00;960,00;photo floue;en attente
20/11/2023;Informatique;3708,00;741,60;4449,60;perdu;valide
17/10/2023;Formation;1800,00;360,00;2160,00;non;en attente
29/08/2022;Fournitures;8500,99;1700,20;10201,19;non;rejete
28/12/2023;Informatique;200,50;40,10;240,60;oui;rejete
24/10/2023;Representation;75,00;15,00;90,00;oui;valide
04/05/2023;Taxi/VTC;750,00;150,00;900,00;photo floue;rejete
18/10/2023;Deplacement;950,00;190,00;1140,00;oui;valide
30/12/2022;Deplacement;2500,00;500,00;3000,00;oui;en attente
15/12/2023;Informatique;1762,99;352,60;2115,59;perdu;valide
17/06/2023;Telecom;7000,00;1400,00;8400,00;non;en attente
23/12/2023;Informatique;6000,00;1200,00;7200,00;non;rejete
12/07/2023;Transport;4500,50;900,10;5400,60;non;rejete
12/04/2022;Restaurant;607,00;121,40;728,40;photo floue;rejete
04/02/2022;Telecom;550,00;110,00;660,00;oui;valide
23/04/2022;Taxi/VTC;150,00;30,00;180,00;oui;en attente
23/04/2023;Deplacement;700,00;140,00;840,00;perdu;rejete
07/11/2023;Telecom;800,50;160,10;960,60;photo floue;rejete
12/08/2023;Deplacement;650,00;130,00;780,00;perdu;valide
31/01/2023;Transport;250,00;50,00;300,00;photo floue;valide
15/09/2022;Informatique;1500,99;300,20;1801,19;oui;valide
11/02/2023;Hotel;3108,00;621,60;3729,60;oui;rejete
15/10/2022;Fournitures;900,00;180,00;1080,00;perdu;valide
16/02/2022;Informatique;750,00;150,00;900,00;oui;rejete
05/12/2022;Hotel;90,00;18,00;108,00;oui;valide
13/11/2022;Transport;50,99;10,20;61,19;non;rejete
19/12/2022;Restaurant;4669,00;933,80;5602,80;oui;en attente
09/06/2023;Representation;450,99;90,20;541,19;non;en attente
06/10/2022;Deplacement;3000,00;600,00;3600,00;perdu;en attente
20/05/2023;Transport;1007,00;201,40;1208,40;perdu;en attente
22/09/2022;Informatique;4029,00;805,80;4834,80;photo floue;en attente
16/08/2023;Taxi/VTC;2000,50;400,10;2400,60;non;valide
28/05/2022;Restaurant;650,00;130,00;780,00;non;en attente
06/10/2023;Informatique;3000,00;600,00;3600,00;photo floue;rejete
19/01/2022;Deplacement;500,00;100,00;600,00;oui;rejete
30/06/2023;Restaurant;4864,00;972,80;5836,80;perdu;rejete
23/06/2022;Representation;981,00;196,20;1177,20;non;valide
01/08/2022;Transport;800,00;160,00;960,00;oui;rejete
19/06/2022;Formation;3347,00;669,40;4016,40;oui;rejete
07/02/2022;Transport;300,99;60,20;361,19;non;valide
18/11/2023;Transport;1200,00;240,00;1440,00;oui;rejete
29/12/2023;Representation;700,99;140,20;841,19;non;en attente
18/05/2022;Transport;8500,00;1700,00;10200,00;photo floue;en attente
10/01/2023;Transport;2500,50;500,10;3000,60;photo floue;en attente
03/02/2022;Fournitures;9000,99;1800,20;10801,19;photo floue;valide
05/09/2023;Restaurant;1000,99;200,20;1201,19;oui;rejete
23/01/2023;Informatique;1200,00;240,00;1440,00;oui;en attente
11/04/2022;Taxi/VTC;5000,00;1000,00;6000,00;perdu;rejete
15/02/2022;Deplacement;200,00;40,00;240,00;photo floue;rejete
25/03/2023;Taxi/VTC;1000,00;200,00;1200,00;perdu;en attente
31/03/2023;Representation;750,50;150,10;900,60;non;valide
19/07/2023;Formation;800,50;160,10;960,60;oui;rejete
21/03/2023;Representation;95,50;19,10;114,60;perdu;rejete
09/07/2022;Transport;900,00;180,00;1080,00;oui;rejete
16/12/2023;Restaurant;9500,00;1900,00;11400,00;oui;valide
30/11/2022;Deplacement;3500,99;700,20;4201,19;perdu;rejete
30/01/2022;Hotel;150,99;30,20;181,19;oui;en attente
24/06/2023;Hotel;650,50;130,10;780,60;photo floue;valide
11/04/2023;Deplacement;750,00;150,00;900,00;perdu;valide
11/10/2022;Taxi/VTC;1500,50;300,10;1800,60;non;valide
09/01/2023;Fournitures;150,00;30,00;180,00;non;rejete
25/03/2023;Hotel;700,00;140,00;840,00;oui;en attente
05/04/2023;Deplacement;2567,00;513,40;3080,40;oui;rejete
21/11/2022;Restaurant;1500,00;300,00;1800,00;perdu;valide
01/08/2023;Informatique;750,00;150,00;900,00;photo floue;rejete
23/04/2023;Restaurant;400,50;80,10;480,60;oui;valide
02/06/2022;Hotel;500,00;100,00;600,00;photo floue;valide
12/05/2023;Fournitures;400,50;80,10;480,60;oui;en attente
03/09/2023;Fournitures;4000,00;800,00;4800,00;non;en attente
11/03/2022;Taxi/VTC;450,00;90,00;540,00;photo floue;en attente
25/02/2022;Deplacement;5500,99;1100,20;6601,19;perdu;en attente
26/09/2022;Taxi/VTC;3000,00;600,00;3600,00;oui;valide
10/08/2022;Telecom;350,00;70,00;420,00;perdu;en attente
18/12/2022;Formation;2000,50;400,10;2400,60;photo floue;valide
12/02/2022;Informatique;1923,00;384,60;2307,60;oui;en attente
04/04/2023;Telecom;7500,99;1500,20;9001,19;oui;en attente
13/07/2022;Deplacement;300,00;60,00;360,00;non;en attente
09/04/2022;Transport;900,00;180,00;1080,00;perdu;en attente
26/10/2022;Restaurant;893,99;178,80;1072,79;photo floue;valide
04/04/2023;Informatique;800,99;160,20;961,19;oui;valide
26/11/2023;Taxi/VTC;1500,00;300,00;1800,00;non;valide
12/03/2022;Informatique;3000,50;600,10;3600,60;photo floue;valide
04/07/2023;Taxi/VTC;800,00;160,00;960,00;non;rejete
16/04/2022;Fournitures;2500,00;500,00;3000,00;non;valide
27/01/2023;Formation;120,99;24,20;145,19;non;rejete
18/02/2023;Restaurant;6000,00;1200,00;7200,00;oui;en attente
09/07/2023;Restaurant;850,00;170,00;1020,00;perdu;rejete
06/06/2022;Transport;2500,00;500,00;3000,00;non;en attente
24/12/2023;Transport;3043,00;608,60;3651,60;non;rejete
10/11/2023;Representation;7500,00;1500,00;9000,00;photo floue;valide
17/08/2023;Deplacement;800,00;160,00;960,00;oui;rejete
03/02/2023;Restaurant;4879,00;975,80;5854,80;perdu;valide
26/07/2022;Representation;1800,00;360,00;2160,00;perdu;valide
08/08/2022;Fournitures;6000,00;1200,00;7200,00;perdu;rejete
28/12/2022;Telecom;700,00;140,00;840,00;perdu;rejete
18/01/2023;Telecom;400,00;80,00;480,00;photo floue;en attente
07/04/2023;Hotel;150,50;30,10;180,60;oui;rejete
25/11/2023;Hotel;5500,00;1100,00;6600,00;photo floue;rejete
11/11/2023;Representation;150,00;30,00;180,00;non;rejete
04/04/2022;Hotel;4041,00;808,20;4849,20;perdu;rejete
10/06/2022;Deplacement;2417,00;483,40;2900,40;non;en attente
30/10/2023;Hotel;900,00;180,00;1080,00;perdu;rejete
14/04/2023;Representation;90,00;18,00;108,00;photo floue;en attente
25/03/2022;Telecom;75,99;15,20;91,19;photo floue;valide
17/08/2023;Formation;3999,00;799,80;4798,80;photo floue;valide
14/01/2023;Hotel;900,99;180,20;1081,19;perdu;rejete
13/03/2023;Restaurant;1500,50;300,10;1800,60;photo floue;valide
02/10/2022;Transport;750,00;150,00;900,00;perdu;rejete
28/08/2023;Hotel;800,00;160,00;960,00;non;valide
21/11/2023;Informatique;2500,00;500,00;3000,00;oui;en attente
20/06/2023;Taxi/VTC;95,00;19,00;114,00;photo floue;en attente
27/03/2022;Transport;9000,00;1800,00;10800,00;photo floue;valide
27/05/2022;Taxi/VTC;4630,00;926,00;5556,00;non;rejete
08/10/2022;Telecom;2500,00;500,00;3000,00;oui;valide
16/08/2023;Transport;750,50;150,10;900,60;non;en attente
11/03/2022;Restaurant;350,00;70,00;420,00;perdu;rejete
12/02/2023;Fournitures;2000,99;400,20;2401,19;photo floue;valide
09/09/2023;Fournitures;1800,00;360,00;2160,00;perdu;valide
07/07/2023;Taxi/VTC;300,99;60,20;361,19;oui;en attente
21/06/2023;Telecom;500,00;100,00;600,00;oui;valide
11/08/2023;Telecom;2728,99;545,80;3274,79;oui;valide
23/03/2023;Restaurant;5000,99;1000,20;6001,19;photo floue;rejete
06/03/2022;Telecom;700,99;140,20;841,19;non;en attente
25/12/2022;Telecom;600,00;120,00;720,00;oui;en attente
13/05/2022;Representation;500,50;100,10;600,60;oui;rejete
13/08/2023;Representation;400,99;80,20;481,19;perdu;en attente
25/12/2023;Fournitures;4029,00;805,80;4834,80;perdu;rejete
07/06/2023;Informatique;950,50;190,10;1140,60;oui;en attente
19/10/2022;Transport;1897,99;379,60;2277,59;photo floue;valide
21/10/2023;Fournitures;900,00;180,00;1080,00;photo floue;rejete
29/10/2023;Hotel;1800,00;360,00;2160,00;perdu;en attente
06/08/2023;Hotel;900,50;180,10;1080,60;oui;valide
14/03/2023;Taxi/VTC;750,50;150,10;900,60;oui;valide
31/07/2023;Hotel;800,99;160,20;961,19;photo floue;valide
15/09/2023;Formation;5500,00;1100,00;6600,00;oui;valide
28/01/2022;Hotel;5500,00;1100,00;6600,00;non;rejete
05/01/2022;Hotel;5500,00;1100,00;6600,00;perdu;rejete
28/01/2023;Taxi/VTC;850,99;170,20;1021,19;perdu;rejete
12/05/2023;Deplacement;800,00;160,00;960,00;perdu;rejete
15/04/2023;Formation;400,50;80,10;480,60;perdu;en attente
11/10/2023;Taxi/VTC;5000,99;1000,20;6001,19;non;rejete
28/10/2022;Transport;1567,00;313,40;1880,40;perdu;rejete
13/02/2022;Transport;4500,50;900,10;5400,60;photo floue;rejete
14/01/2023;Restaurant;1000,00;200,00;1200,00;photo floue;valide
07/09/2023;Taxi/VTC;4000,50;800,10;4800,60;non;en attente
26/08/2022;Deplacement;3500,99;700,20;4201,19;non;rejete
10/03/2022;Fournitures;1283,00;256,60;1539,60;perdu;valide
12/10/2022;Fournitures;2500,00;500,00;3000,00;non;rejete
20/06/2022;Telecom;350,50;70,10;420,60;non;en attente
02/11/2023;Hotel;50,00;10,00;60,00;perdu;rejete
28/04/2022;Fournitures;95,50;19,10;114,60;photo floue;en attente
28/04/2022;Deplacement;900,99;180,20;1081,19;oui;en attente
22/02/2023;Formation;150,50;30,10;180,60;perdu;valide
14/06/2023;Transport;4000,50;800,10;4800,60;perdu;rejete
09/06/2022;Informatique;250,99;50,20;301,19;perdu;rejete
10/08/2022;Representation;233,00;46,60;279,60;photo floue;valide
28/01/2023;Taxi/VTC;500,50;100,10;600,60;perdu;en attente
15/06/2022;Hotel;2640,50;528,10;3168,60;oui;valide
26/05/2022;Transport;650,50;130,10;780,60;photo floue;valide
14/06/2023;Informatique;1000,50;200,10;1200,60;perdu;en attente
23/09/2023;Telecom;850,99;170,20;1021,19;photo floue;rejete
17/02/2023;Restaurant;7500,50;1500,10;9000,60;non;rejete
19/05/2022;Fournitures;750,00;150,00;900,00;oui;en attente
09/06/2023;Informatique;7000,00;1400,00;8400,00;oui;valide
10/10/2022;Restaurant;3000,00;600,00;3600,00;perdu;en attente
26/01/2022;Transport;3000,99;600,20;3601,19;perdu;valide
18/10/2022;Fournitures;4000,00;800,00;4800,00;oui;rejete
28/10/2022;Transport;2000,99;400,20;2401,19;non;rejete
27/08/2022;Fournitures;550,50;110,10;660,60;perdu;valide
24/12/2023;Telecom;796,00;159,20;955,20;oui;valide
11/05/2023;Taxi/VTC;150,00;30,00;180,00;oui;valide
29/09/2023;Restaurant;500,00;100,00;600,00;perdu;en attente
07/12/2023;Taxi/VTC;900,00;180,00;1080,00;perdu;valide
15/01/2023;Representation;200,99;40,20;241,19;non;rejete
28/06/2023;Representation;683,50;136,70;820,20;photo floue;rejete
15/09/2022;Formation;90,00;18,00;108,00;non;rejete
04/07/2022;Informatique;8000,00;1600,00;9600,00;photo floue;valide
28/01/2022;Taxi/VTC;150,99;30,20;181,19;oui;valide
06/01/2022;Deplacement;100,99;20,20;121,19;oui;en attente
05/08/2022;Restaurant;600,00;120,00;720,00;perdu;valide
16/07/2023;Restaurant;1200,00;240,00;1440,00;photo floue;rejete
25/04/2022;Fournitures;3806,00;761,20;4567,20;perdu;en attente
02/08/2022;Hotel;350,99;70,20;421,19;non;rejete
27/03/2023;Fournitures;300,00;60,00;360,00;non;valide
31/03/2023;Fournitures;5000,99;1000,20;6001,19;non;en attente
11/11/2022;Telecom;95,00;19,00;114,00;non;rejete
01/02/2023;Telecom;150,00;30,00;180,00;photo floue;rejete
27/04/2023;Formation;1800,00;360,00;2160,00;perdu;rejete
12/02/2022;Transport;350,00;70,00;420,00;perdu;rejete
08/02/2022;Deplacement;400,99;80,20;481,19;photo floue;rejete
03/06/2022;Taxi/VTC;3776,00;755,20;4531,20;oui;rejete
16/10/2022;Taxi/VTC;500,00;100,00;600,00;perdu;valide
11/02/2023;Hotel;700,00;140,00;840,00;non;valide
25/04/2022;Restaurant;200,00;40,00;240,00;perdu;valide
04/11/2022;Restaurant;450,99;90,20;541,19;oui;valide
22/08/2023;Telecom;1800,00;360,00;2160,00;photo floue;en attente
14/03/2023;Informatique;700,50;140,10;840,60;perdu;rejete
09/12/2023;Deplacement;2000,99;400,20;2401,19;oui;valide
09/03/2022;Taxi/VTC;200,50;40,10;240,60;perdu;rejete
28/12/2022;Telecom;1500,99;300,20;1801,19;oui;valide
24/07/2023;Informatique;3979,00;795,80;4774,80;perdu;valide
13/01/2022;Formation;8500,50;1700,10;10200,60;non;en attente
09/05/2023;Informatique;4329,50;865,90;5195,40;perdu;valide
04/08/2023;Telecom;80,50;16,10;96,60;oui;valide
14/05/2023;Representation;1550,00;310,00;1860,00;perdu;valide
02/09/2022;Deplacement;7000,00;1400,00;8400,00;non;en attente
31/01/2023;Informatique;5500,50;1100,10;6600,60;non;en attente
14/09/2022;Fournitures;750,00;150,00;900,00;non;rejete
04/10/2022;Taxi/VTC;2000,99;400,20;2401,19;non;en attente
22/04/2023;Taxi/VTC;650,99;130,20;781,19;non;en attente
20/10/2022;Informatique;600,00;120,00;720,00;perdu;valide
20/05/2022;Fournitures;1590,00;318,00;1908,00;non;valide
09/06/2023;Representation;3000,00;600,00;3600,00;non;rejete
15/06/2023;Transport;400,00;80,00;480,00;non;rejete
07/10/2023;Taxi/VTC;4500,00;900,00;5400,00;photo floue;valide
17/06/2022;Fournitures;950,50;190,10;1140,60;non;en attente
11/09/2022;Informatique;80,99;16,20;97,19;oui;rejete
11/09/2023;Restaurant;120,50;24,10;144,60;non;rejete
02/06/2023;Telecom;100,00;20,00;120,00;photo floue;valide
12/02/2022;Formation;436,00;87,20;523,20;oui;valide
27/01/2022;Hotel;259,00;51,80;310,80;perdu;valide
23/04/2022;Representation;550,50;110,10;660,60;oui;en attente
07/01/2023;Restaurant;2770,50;554,10;3324,60;non;en attente
04/10/2022;Deplacement;8000,00;1600,00;9600,00;photo floue;valide
18/01/2022;Hotel;2500,99;500,20;3001,19;photo floue;valide
23/11/2022;Deplacement;9000,00;1800,00;10800,00;non;en attente
30/12/2023;Hotel;800,00;160,00;960,00;oui;rejete
15/07/2022;Representation;4000,50;800,10;4800,60;non;en attente
02/05/2022;Telecom;1800,50;360,10;2160,60;non;en attente
03/02/2022;Telecom;2123,50;424,70;2548,20;photo floue;en attente
19/11/2023;Hotel;1617,00;323,40;1940,40;non;rejete
22/04/2022;Hotel;650,00;130,00;780,00;non;valide
10/12/2023;Representation;150,50;30,10;180,60;photo floue;valide
23/04/2022;Restaurant;750,50;150,10;900,60;photo floue;en attente
05/05/2023;Taxi/VTC;500,00;100,00;600,00;photo floue;en attente
25/06/2022;Deplacement;3000,00;600,00;3600,00;photo floue;rejete
01/04/2022;Telecom;750,99;150,20;901,19;non;valide
03/01/2022;Transport;5000,00;1000,00;6000,00;perdu;valide
27/07/2023;Telecom;550,00;110,00;660,00;oui;en attente
09/08/2023;Taxi/VTC;450,50;90,10;540,60;non;valide
18/02/2023;Representation;300,00;60,00;360,00;photo floue;en attente
03/01/2022;Taxi/VTC;75,00;15,00;90,00;perdu;en attente
28/12/2022;Hotel;50,00;10,00;60,00;photo floue;valide
16/07/2022;Formation;7500,00;1500,00;9000,00;perdu;valide
30/05/2022;Taxi/VTC;3500,00;700,00;4200,00;photo floue;rejete
25/10/2023;Formation;450,00;90,00;540,00;perdu;valide
23/02/2023;Restaurant;3500,00;700,00;4200,00;oui;valide
26/07/2022;Taxi/VTC;800,00;160,00;960,00;oui;en attente
03/01/2023;Transport;4298,99;859,80;5158,79;oui;valide
05/06/2022;Informatique;800,50;160,10;960,60;non;valide
17/06/2023;Transport;850,00;170,00;1020,00;oui;valide
27/10/2023;Telecom;2163,99;432,80;2596,79;photo floue;valide
07/05/2022;Formation;500,00;100,00;600,00;non;valide
29/09/2023;Hotel;1200,00;240,00;1440,00;perdu;rejete
21/06/2022;Fournitures;750,00;150,00;900,00;photo floue;valide
22/03/2023;Formation;1705,50;341,10;2046,60;oui;rejete
16/07/2023;Taxi/VTC;400,99;80,20;481,19;non;rejete
13/03/2023;Deplacement;950,00;190,00;1140,00;perdu;valide
04/04/2023;Taxi/VTC;1800,00;360,00;2160,00;non;rejete
14/04/2022;Representation;175,00;35,00;210,00;non;valide
02/01/2023;Transport;4500,50;900,10;5400,60;perdu;rejete
07/06/2022;Deplacement;3250,00;650,00;3900,00;oui;valide
23/05/2023;Formation;1200,00;240,00;1440,00;photo floue;valide
04/02/2023;Taxi/VTC;900,99;180,20;1081,19;perdu;valide
11/09/2023;Hotel;50,99;10,20;61,19;oui;en attente
25/01/2022;Hotel;350,00;70,00;420,00;photo floue;valide
04/05/2023;Restaurant;2500,00;500,00;3000,00;oui;rejete
29/05/2023;Hotel;6000,00;1200,00;7200,00;non;en attente
21/10/2023;Formation;1500,50;300,10;1800,60;non;valide
20/10/2022;Fournitures;5500,00;1100,00;6600,00;photo floue;en attente
26/05/2023;Representation;500,99;100,20;601,19;oui;en attente
27/02/2023;Restaurant;7000,00;1400,00;8400,00;perdu;valide
14/08/2023;Formation;400,50;80,10;480,60;oui;valide
29/08/2022;Informatique;750,50;150,10;900,60;photo floue;valide
21/05/2022;Deplacement;700,00;140,00;840,00;perdu;valide
30/07/2022;Deplacement;9999,00;1999,80;11998,80;perdu;valide
02/01/2023;Telecom;1000,50;200,10;1200,60;non;en attente
11/04/2022;Hotel;850,00;170,00;1020,00;non;en attente
14/02/2022;Informatique;3586,00;717,20;4303,20;photo floue;en attente
08/08/2023;Hotel;1492,50;298,50;1791,00;non;valide
16/07/2023;Telecom;700,50;140,10;840,60;photo floue;valide
19/02/2023;Telecom;7500,00;1500,00;9000,00;photo floue;valide
25/09/2022;Transport;4500,00;900,00;5400,00;oui;rejete
15/04/2022;Restaurant;500,99;100,20;601,19;photo floue;rejete
17/07/2022;Transport;450,99;90,20;541,19;non;valide
06/04/2022;Restaurant;4004,00;800,80;4804,80;non;rejete
08/03/2023;Representation;175,00;35,00;210,00;photo floue;en attente
24/01/2023;Telecom;4616,00;923,20;5539,20;perdu;rejete
25/01/2023;Deplacement;5500,99;1100,20;6601,19;oui;en attente
04/01/2022;Fournitures;200,00;40,00;240,00;non;rejete
14/12/2022;Formation;100,00;20,00;120,00;oui;valide
01/03/2023;Fournitures;100,00;20,00;120,00;perdu;valide
13/02/2023;Restaurant;9000,00;1800,00;10800,00;photo floue;valide
25/06/2022;Representation;1800,99;360,20;2161,19;photo floue;rejete
25/12/2023;Taxi/VTC;300,00;60,00;360,00;oui;valide
23/09/2023;Representation;900,00;180,00;1080,00;non;rejete
27/05/2022;Telecom;5500,00;1100,00;6600,00;oui;valide
08/11/2022;Fournitures;2708,50;541,70;3250,20;oui;rejete
27/03/2022;Telecom;900,00;180,00;1080,00;oui;rejete
12/09/2023;Hotel;7000,00;1400,00;8400,00;photo floue;valide
24/12/2023;Representation;700,00;140,00;840,00;oui;rejete
27/09/2022;Fournitures;250,00;50,00;300,00;photo floue;en attente
17/03/2023;Taxi/VTC;100,00;20,00;120,00;perdu;valide
13/02/2023;Formation;1500,50;300,10;1800,60;oui;en attente
16/11/2023;Transport;850,00;170,00;1020,00;perdu;rejete
05/06/2022;Telecom;6000,99;1200,20;7201,19;photo floue;rejete
14/03/2023;Fournitures;150,00;30,00;180,00;perdu;valide
06/03/2022;Fournitures;120,00;24,00;144,00;non;valide
27/03/2023;Restaurant;600,50;120,10;720,60;photo floue;en attente
03/01/2023;Informatique;550,00;110,00;660,00;non;rejete
22/08/2022;Transport;4500,99;900,20;5401,19;perdu;rejete
15/10/2023;Transport;1194,50;238,90;1433,40;oui;en attente
01/10/2022;Telecom;700,50;140,10;840,60;perdu;rejete
03/09/2022;Representation;1200,50;240,10;1440,60;oui;en attente
07/02/2023;Representation;1000,99;200,20;1201,19;oui;rejete
07/04/2023;Fournitures;1111,00;222,20;1333,20;oui;rejete
14/11/2022;Hotel;4408,00;881,60;5289,60;perdu;rejete
27/09/2023;Hotel;7000,50;1400,10;8400,60;oui;rejete
09/11/2022;Fournitures;3667,99;733,60;4401,59;photo floue;valide
15/07/2022;Restaurant;1800,00;360,00;2160,00;photo floue;en attente
07/05/2023;Deplacement;500,00;100,00;600,00;oui;rejete
31/08/2022;Fournitures;3021,00;604,20;3625,20;non;rejete
25/06/2023;Restaurant;500,50;100,10;600,60;oui;en attente
25/01/2023;Formation;950,00;190,00;1140,00;non;en attente
23/08/2022;Deplacement;700,00;140,00;840,00;oui;en attente
19/04/2023;Fournitures;600,00;120,00;720,00;perdu;valide
19/05/2023;Informatique;550,50;110,10;660,60;perdu;en attente
30/01/2023;Informatique;5000,00;1000,00;6000,00;photo floue;en attente
30/06/2023;Fournitures;700,00;140,00;840,00;photo floue;en attente
28/01/2023;Fournitures;3000,50;600,10;3600,60;perdu;en attente
28/11/2022;Telecom;8500,00;1700,00;10200,00;oui;valide
20/10/2022;Hotel;300,99;60,20;361,19;perdu;en attente
20/03/2023;Formation;500,00;100,00;600,00;photo floue;en attente
23/08/2022;Formation;950,00;190,00;1140,00;non;valide
05/05/2023;Telecom;1800,00;360,00;2160,00;perdu;en attente
06/09/2022;Representation;989,99;198,00;1187,99;photo floue;valide
29/08/2023;Formation;2000,50;400,10;2400,60;perdu;rejete
03/02/2022;Informatique;7500,99;1500,20;9001,19;oui;rejete
29/08/2023;Taxi/VTC;2000,00;400,00;2400,00;non;valide
24/07/2022;Taxi/VTC;200,00;40,00;240,00;oui;rejete
02/01/2023;Taxi/VTC;350,00;70,00;420,00;oui;valide
23/05/2023;Restaurant;476,00;95,20;571,20;non;rejete
10/04/2023;Deplacement;700,99;140,20;841,19;perdu;rejete
15/10/2023;Transport;4500,00;900,00;5400,00;perdu;en attente
21/12/2022;Hotel;650,00;130,00;780,00;perdu;rejete
08/06/2023;Restaurant;900,00;180,00;1080,00;photo floue;rejete
05/01/2022;Formation;4500,00;900,00;5400,00;photo floue;rejete
25/06/2022;Hotel;443,50;88,70;532,20;photo floue;valide
04/01/2022;Formation;100,50;20,10;120,60;perdu;rejete
20/08/2023;Hotel;9500,99;1900,20;11401,19;photo floue;valide
16/01/2022;Formation;3000,00;600,00;3600,00;oui;valide
24/03/2023;Transport;4000,00;800,00;4800,00;oui;valide
10/06/2023;Deplacement;3021,50;604,30;3625,80;non;rejete
13/10/2023;Hotel;200,00;40,00;240,00;photo floue;en attente
02/04/2022;Hotel;100,50;20,10;120,60;non;en attente
09/03/2022;Deplacement;750,00;150,00;900,00;oui;rejete
08/10/2023;Informatique;7500,00;1500,00;9000,00;photo floue;rejete
06/11/2023;Taxi/VTC;5000,00;1000,00;6000,00;perdu;en attente
04/02/2022;Hotel;6000,99;1200,20;7201,19;non;en attente
28/09/2022;Taxi/VTC;800,00;160,00;960,00;oui;valide
24/12/2022;Hotel;9000,50;1800,10;10800,60;non;rejete
28/12/2023;Hotel;750,00;150,00;900,00;photo floue;en attente
02/04/2022;Taxi/VTC;80,00;16,00;96,00;oui;valide
19/02/2022;Taxi/VTC;500,50;100,10;600,60;perdu;valide
22/10/2023;Deplacement;2004,00;400,80;2404,80;photo floue;valide
30/08/2022;Fournitures;488,00;97,60;585,60;oui;en attente
01/07/2022;Telecom;1200,50;240,10;1440,60;oui;valide
06/09/2023;Formation;2961,00;592,20;3553,20;non;en attente
02/03/2023;Deplacement;750,00;150,00;900,00;non;valide
21/10/2023;Hotel;1590,50;318,10;1908,60;photo floue;valide
05/03/2023;Telecom;1500,50;300,10;1800,60;photo floue;en attente
13/01/2022;Informatique;900,50;180,10;1080,60;oui;en attente
06/12/2023;Hotel;500,00;100,00;600,00;non;valide
13/02/2023;Deplacement;500,99;100,20;601,19;photo floue;en attente
28/12/2023;Formation;2000,00;400,00;2400,00;photo floue;en attente
10/12/2022;Transport;450,00;90,00;540,00;non;rejete
04/04/2023;Telecom;2311,50;462,30;2773,80;non;en attente
23/04/2023;Fournitures;850,00;170,00;1020,00;non;en attente
18/10/2022;Formation;3500,00;700,00;4200,00;non;en attente
09/11/2022;Fournitures;4500,99;900,20;5401,19;oui;valide
12/12/2022;Representation;6000,99;1200,20;7201,19;oui;en attente
28/11/2023;Deplacement;350,50;70,10;420,60;photo floue;valide
03/08/2022;Transport;3541,00;708,20;4249,20;perdu;valide
18/04/2023;Transport;700,50;140,10;840,60;photo floue;valide
24/06/2022;Deplacement;250,00;50,00;300,00;oui;valide
07/01/2022;Representation;150,99;30,20;181,19;photo floue;rejete
27/02/2022;Deplacement;150,50;30,10;180,60;oui;rejete
12/06/2022;Representation;950,00;190,00;1140,00;oui;rejete
09/01/2023;Deplacement;500,99;100,20;601,19;perdu;en attente
08/12/2022;Formation;6000,00;1200,00;7200,00;non;en attente
02/08/2023;Fournitures;3500,00;700,00;4200,00;oui;valide
10/05/2022;Telecom;600,99;120,20;721,19;perdu;rejete
01/06/2022;Taxi/VTC;4500,50;900,10;5400,60;non;valide
13/05/2022;Deplacement;3601,99;720,40;4322,39;perdu;rejete
25/02/2022;Hotel;100,99;20,20;121,19;perdu;rejete
05/10/2022;Transport;2673,99;534,80;3208,79;perdu;rejete
05/05/2023;Telecom;7000,00;1400,00;8400,00;photo floue;en attente
17/11/2022;Restaurant;100,00;20,00;120,00;oui;rejete
14/09/2022;Deplacement;300,99;60,20;361,19;non;en attente
20/06/2022;Taxi/VTC;150,00;30,00;180,00;oui;en attente
11/07/2023;Restaurant;4112,50;822,50;4935,00;photo floue;en attente
12/06/2022;Hotel;400,50;80,10;480,60;perdu;rejete
06/05/2023;Informatique;4627,50;925,50;5553,00;non;rejete
27/08/2022;Representation;2748,00;549,60;3297,60;perdu;rejete
17/09/2023;Taxi/VTC;1500,99;300,20;1801,19;non;en attente
29/10/2022;Deplacement;3599,00;719,80;4318,80;non;valide
30/06/2022;Informatique;827,99;165,60;993,59;non;en attente
